Ciment,Argile,Alumine,Verre,Chamotte,Conductivité thermique,Résistance Mécanique
8.03,6.48,39.54,28.59,17.37,0.61,20.22
8.13,6.37,37.65,30.0,16.54,0.61,20.22
9.67,7.26,38.01,27.86,17.2,0.61,20.22
7.52,6.95,39.21,29.1,17.21,0.61,20.22
8.68,7.03,38.01,28.96,17.32,0.61,20.22
9.71,7.45,38.64,27.56,16.64,0.61,20.22
9.34,6.66,39.23,27.67,17.11,0.61,20.22
9.2,6.68,39.34,28.41,16.37,0.61,20.22
9.85,6.87,38.76,28.02,16.5,0.61,20.22
12.48,5.55,39.61,22.57,19.78,0.61,19.2
11.34,5.43,39.16,24.82,19.25,0.61,19.2
11.02,5.33,39.75,24.96,18.94,0.61,19.2
10.49,5.78,39.43,24.23,20.0,0.61,19.2
11.51,5.14,39.56,24.49,19.3,0.61,19.2
12.04,5.91,39.27,23.86,18.93,0.61,19.2
11.66,5.98,37.96,24.18,20.0,0.61,19.2
12.38,6.23,38.44,23.33,19.61,0.61,19.2
11.34,5.49,37.83,24.43,20.0,0.61,19.2
10.61,5.95,39.9,24.72,18.81,0.61,19.2
11.16,5.79,38.45,24.23,20.0,0.61,19.2
11.64,5.72,39.57,23.59,19.47,0.61,19.2
11.12,5.78,39.34,24.97,18.81,0.61,19.2
12.03,5.19,39.24,24.72,18.82,0.61,19.2
11.36,5.59,38.77,23.72,20.0,0.61,19.2
11.95,5.57,38.43,24.81,19.23,0.61,19.2
11.2,5.79,39.58,24.17,19.26,0.61,19.2
11.49,5.71,39.13,24.15,19.52,0.61,19.2
10.41,6.0,38.97,23.2,20.0,0.61,19.2
10.34,5.58,39.98,23.43,20.0,0.61,19.2
11.92,6.22,39.65,22.65,19.57,0.61,19.2
11.81,5.38,39.84,24.1,18.86,0.61,19.2
12.23,6.01,38.15,24.44,19.18,0.61,19.2
10.46,6.24,39.69,24.34,19.26,0.61,19.2
11.05,5.34,39.52,23.41,20.0,0.61,19.2
10.84,5.59,37.79,24.75,20.0,0.61,19.2
11.5,5.38,38.21,24.96,19.95,0.61,19.2
11.83,5.59,38.45,24.83,19.29,0.61,19.2
11.89,6.0,39.46,23.17,19.48,0.61,19.2
12.14,5.41,39.13,24.3,19.03,0.61,19.2
11.85,5.32,39.49,23.7,19.64,0.61,19.2
11.11,5.71,38.67,24.31,20.0,0.61,19.2
12.11,5.73,38.96,23.72,19.48,0.61,19.2
10.63,5.46,39.34,23.37,20.0,0.61,19.2
12.38,6.05,38.63,23.56,19.38,0.61,19.2
12.28,5.77,39.4,22.9,19.64,0.61,19.2
12.3,5.13,37.91,24.85,19.81,0.61,19.2
5.57,7.57,40.1,27.84,18.92,0.62,21.18
6.35,7.96,38.28,28.16,19.25,0.62,21.13
5.28,7.74,39.08,28.92,18.98,0.62,21.13
5.42,7.92,37.89,27.78,20.0,0.62,21.13
7.23,8.12,37.56,28.31,18.77,0.62,21.13
5.66,7.81,37.81,28.06,20.0,0.62,21.13
5.09,8.31,38.12,28.7,19.77,0.62,21.13
5.29,8.06,38.78,28.55,19.32,0.62,21.13
6.29,8.3,38.28,27.83,19.3,0.62,21.13
5.16,8.62,37.62,29.26,19.33,0.62,21.13
6.16,7.94,37.56,28.2,20.0,0.62,21.13
7.29,7.91,37.81,27.83,19.16,0.62,21.13
5.39,8.69,37.71,29.44,18.78,0.62,21.13
6.04,7.93,38.21,28.39,19.42,0.62,21.13
5.86,7.69,38.23,28.81,19.4,0.62,21.13
5.41,8.2,39.3,27.98,19.11,0.62,21.13
6.8,7.67,38.44,27.92,19.17,0.62,21.13
6.08,8.14,38.83,27.52,19.43,0.62,21.13
5.66,7.72,37.81,29.39,19.42,0.62,21.13
5.47,8.64,38.75,28.37,18.78,0.62,21.13
6.52,8.12,38.85,27.61,18.91,0.62,21.13
6.7,7.92,37.87,28.07,19.44,0.62,21.13
6.41,7.59,38.45,28.0,19.54,0.62,21.13
5.44,8.27,39.38,27.67,19.24,0.62,21.13
5.24,8.73,38.75,27.96,19.32,0.62,21.13
5.56,8.32,37.67,29.16,19.28,0.62,21.13
5.07,7.73,39.22,29.12,18.85,0.62,21.13
5.93,7.58,38.8,27.92,19.77,0.62,21.13
6.48,7.7,39.18,27.86,18.78,0.62,21.13
6.24,7.65,38.21,28.47,19.42,0.62,21.13
6.6,7.93,37.8,28.71,18.96,0.62,21.13
5.39,8.53,39.09,27.54,19.45,0.62,21.13
13.34,8.09,38.15,23.72,16.7,0.62,21.09
12.66,7.95,37.87,24.48,17.04,0.62,21.09
13.34,8.32,38.8,22.89,16.65,0.62,21.09
14.7,7.72,37.88,22.58,17.13,0.62,21.09
12.64,8.61,37.64,24.72,16.39,0.62,21.09
13.95,8.01,37.88,22.85,17.31,0.62,21.09
13.02,8.41,38.77,23.3,16.5,0.62,21.09
13.56,8.17,38.88,22.78,16.62,0.62,21.09
12.8,7.85,39.91,22.98,16.45,0.62,21.09
13.47,8.51,37.69,24.01,16.32,0.62,21.09
13.5,7.77,38.77,23.28,16.69,0.62,21.09
13.86,7.76,38.09,23.46,16.82,0.62,21.09
13.59,7.55,38.1,23.61,17.15,0.62,21.09
13.33,7.8,39.18,23.04,16.65,0.62,21.09
12.63,8.01,38.81,23.5,17.05,0.62,21.09
14.42,8.06,38.0,22.82,16.7,0.62,21.09
13.97,7.73,38.04,23.96,16.3,0.62,21.09
13.24,7.65,39.31,22.75,17.05,0.62,21.09
14.72,8.28,37.66,23.0,16.34,0.62,21.09
12.82,8.46,38.44,22.83,17.44,0.62,21.09
14.14,7.56,38.11,23.73,16.46,0.62,21.09
13.03,8.37,38.75,22.51,17.35,0.62,21.09
12.69,8.49,38.53,23.63,16.66,0.62,21.09
12.85,7.89,38.29,24.38,16.59,0.62,21.09
12.98,7.98,38.15,24.46,16.44,0.62,21.09
13.15,8.0,37.81,24.72,16.33,0.62,21.09
13.13,7.61,38.78,23.36,17.12,0.62,21.09
13.05,7.94,38.94,23.17,16.9,0.62,21.09
12.71,8.67,38.68,22.67,17.27,0.62,21.09
12.72,7.83,39.26,23.81,16.38,0.62,21.09
13.0,7.91,39.23,23.52,16.34,0.62,21.09
12.67,8.49,39.57,22.72,16.54,0.62,21.09
13.13,8.51,38.46,22.57,17.33,0.62,21.09
12.9,8.01,39.73,22.94,16.42,0.62,21.09
13.34,7.51,39.51,22.83,16.8,0.62,21.09
12.58,7.86,38.72,23.68,17.15,0.62,21.09
13.53,8.6,38.5,22.54,16.83,0.62,21.09
12.99,7.9,39.58,22.96,16.56,0.62,21.09
14.28,8.32,37.64,22.72,17.04,0.62,21.09
13.02,8.28,38.75,22.81,17.15,0.62,21.09
12.66,7.75,39.17,23.29,17.14,0.62,21.09
13.11,7.52,39.65,22.7,17.02,0.62,21.09
12.81,8.31,38.62,23.65,16.62,0.62,21.09
12.68,8.0,38.91,23.58,16.83,0.62,21.09
13.12,8.39,38.49,23.69,16.31,0.62,21.09
13.43,7.97,38.07,24.19,16.34,0.62,21.09
13.21,8.35,38.48,23.2,16.76,0.62,21.09
14.04,7.69,38.26,23.56,16.44,0.62,21.09
12.74,8.28,38.32,24.4,16.27,0.62,21.09
12.87,8.63,38.99,22.62,16.89,0.62,21.09
12.92,7.91,38.13,23.65,17.4,0.62,21.09
14.68,7.71,38.16,22.83,16.62,0.62,21.09
13.58,8.41,38.12,23.19,16.7,0.62,21.09
5.84,5.2,42.24,28.49,18.23,0.62,18.83
5.99,5.54,41.95,28.64,17.88,0.62,18.83
6.81,5.6,41.34,27.72,18.53,0.62,18.83
6.47,6.18,40.84,28.27,18.24,0.62,18.83
5.11,5.32,42.39,28.65,18.53,0.62,18.83
7.42,5.07,41.51,28.49,17.51,0.62,18.83
5.9,6.23,41.56,28.13,18.17,0.62,18.83
5.7,5.13,41.22,29.82,18.12,0.62,18.83
6.89,5.96,40.76,27.89,18.49,0.62,18.83
6.74,5.23,41.23,28.97,17.84,0.62,18.83
5.99,5.63,41.0,28.89,18.49,0.62,18.83
6.41,6.2,41.52,27.76,18.11,0.62,18.83
7.3,5.35,40.95,27.8,18.6,0.62,18.83
6.34,5.63,41.16,29.08,17.79,0.62,18.83
5.7,5.59,42.06,28.71,17.94,0.62,18.83
5.69,6.04,40.78,29.13,18.35,0.62,18.83
5.95,5.69,40.92,29.35,18.1,0.62,18.83
6.71,5.36,42.12,28.05,17.76,0.62,18.83
5.6,6.14,40.44,29.87,17.95,0.62,18.83
5.79,5.89,41.83,27.99,18.49,0.62,18.83
6.14,5.02,41.45,29.6,17.79,0.62,18.83
5.87,6.13,41.96,28.05,17.99,0.62,18.83
7.43,5.15,41.14,27.8,18.48,0.62,18.83
7.05,5.77,40.14,29.48,17.57,0.62,18.83
5.43,5.77,41.83,28.6,18.37,0.62,18.83
6.67,5.05,41.35,28.44,18.5,0.62,18.83
6.85,5.85,40.96,28.59,17.75,0.62,18.83
5.77,5.61,42.29,27.61,18.71,0.62,18.83
5.56,5.26,40.21,30.0,18.58,0.62,18.83
6.95,5.87,41.15,27.94,18.09,0.62,18.83
6.32,6.07,38.99,30.0,18.42,0.62,18.79
5.84,5.67,39.14,30.0,18.74,0.62,18.79
6.73,5.85,39.13,30.0,17.93,0.62,18.79
6.09,5.72,39.68,30.0,18.16,0.62,18.79
5.67,6.22,37.96,30.0,18.46,0.62,18.79
7.39,5.25,39.53,29.49,18.34,0.62,18.79
7.0,5.58,39.84,29.8,17.77,0.62,18.79
5.66,5.82,39.48,30.0,17.52,0.62,18.79
7.36,5.97,39.4,29.1,18.18,0.62,18.79
5.8,9.32,38.41,27.64,18.82,0.63,21.12
5.93,8.92,37.69,28.53,18.93,0.63,21.12
6.31,8.98,38.21,27.59,18.91,0.63,21.12
5.0,9.16,37.59,28.68,19.63,0.63,21.12
5.59,8.79,37.97,27.81,19.84,0.63,21.12
5.35,9.12,38.58,27.52,19.42,0.63,21.12
5.21,9.84,37.7,28.04,19.22,0.63,21.12
5.62,9.08,37.56,28.84,18.9,0.63,21.12
6.26,9.29,37.84,27.58,19.02,0.63,21.12
12.54,9.4,37.65,24.1,16.31,0.63,21.08
13.57,8.96,37.51,23.61,16.35,0.63,21.08
13.81,9.12,37.58,23.19,16.3,0.63,21.08
13.48,9.17,37.83,22.57,16.95,0.63,21.08
12.63,9.14,37.79,22.99,17.44,0.63,21.08
13.26,9.15,37.57,23.07,16.95,0.63,21.08
12.82,9.41,38.19,22.84,16.75,0.63,21.08
12.53,9.42,38.5,22.66,16.89,0.63,21.08
14.09,8.92,37.75,22.76,16.48,0.63,21.08
12.72,7.68,37.65,25.2,16.74,0.63,21.07
12.54,8.0,38.05,25.06,16.36,0.63,21.07
7.62,8.38,40.53,28.8,15.0,0.63,20.72
8.64,8.75,40.07,27.92,15.0,0.63,20.72
7.99,7.77,40.08,28.2,15.96,0.63,20.72
8.02,7.78,40.4,28.29,15.51,0.63,20.72
7.93,8.67,40.62,28.31,15.0,0.63,20.72
8.1,7.53,41.3,28.17,15.0,0.63,20.72
8.0,7.99,40.47,27.82,15.72,0.63,20.72
7.53,7.83,40.53,28.71,15.4,0.63,20.72
7.87,7.59,40.22,28.32,15.99,0.63,20.72
7.67,8.67,40.17,28.14,15.35,0.63,20.72
7.95,7.92,40.73,27.78,15.62,0.63,20.72
9.5,8.25,38.47,28.18,15.59,0.63,20.68
8.32,8.32,38.7,29.27,15.39,0.63,20.68
8.56,8.49,39.05,27.83,16.06,0.63,20.68
9.38,8.15,39.05,28.49,15.0,0.63,20.68
9.57,8.01,39.78,27.85,15.0,0.63,20.68
9.47,8.13,39.97,27.57,15.0,0.63,20.68
8.95,8.19,38.09,28.55,16.22,0.63,20.68
9.6,7.9,38.36,28.13,16.0,0.63,20.68
9.95,7.84,38.46,28.34,15.4,0.63,20.68
8.64,8.52,39.42,28.23,15.19,0.63,20.68
9.79,7.9,37.97,28.29,16.05,0.63,20.68
8.73,7.84,38.39,29.61,15.44,0.63,20.68
9.53,7.98,38.69,27.55,16.25,0.63,20.68
9.13,8.01,39.34,27.9,15.62,0.63,20.68
7.52,7.8,38.61,29.88,16.19,0.63,20.68
8.62,8.05,38.98,29.19,15.16,0.63,20.68
8.78,7.67,38.21,29.6,15.74,0.63,20.68
9.25,7.67,39.11,28.08,15.89,0.63,20.68
9.05,8.71,37.9,28.53,15.81,0.63,20.68
8.41,8.44,38.67,28.98,15.49,0.63,20.68
7.52,8.46,38.17,30.0,15.8,0.63,20.68
8.01,8.23,39.68,28.2,15.88,0.63,20.68
7.78,8.0,37.95,30.0,15.84,0.63,20.68
7.66,8.61,38.95,29.24,15.54,0.63,20.68
9.0,7.54,39.06,28.2,16.21,0.63,20.68
8.3,8.46,39.54,28.38,15.32,0.63,20.68
9.95,8.42,37.63,28.3,15.7,0.63,20.68
8.3,8.11,38.76,28.86,15.98,0.63,20.68
8.43,7.87,39.63,28.55,15.52,0.63,20.68
8.89,8.63,38.65,27.69,16.14,0.63,20.68
10.4,6.85,38.3,27.58,16.88,0.63,20.21
10.43,6.63,37.91,28.72,16.31,0.63,20.21
10.14,6.37,38.09,28.63,16.77,0.63,20.21
10.4,7.13,38.26,27.58,16.63,0.63,20.21
10.75,6.59,38.53,27.61,16.53,0.63,20.21
10.21,7.21,38.11,27.54,16.92,0.63,20.21
10.43,6.62,38.2,27.65,17.11,0.63,20.21
10.09,7.5,37.91,27.53,16.98,0.63,20.21
10.75,6.45,38.68,27.64,16.49,0.63,20.21
10.75,6.8,38.26,27.85,16.35,0.63,20.21
10.91,6.66,37.87,28.07,16.49,0.63,20.21
7.1,8.22,42.4,22.09,20.0,0.64,22.76
6.87,8.34,42.47,22.11,20.0,0.64,22.76
6.23,8.64,41.06,22.26,20.0,0.64,22.76
6.28,8.12,42.43,21.97,20.0,0.64,22.76
10.52,7.59,37.89,28.52,15.48,0.64,20.66
10.07,8.2,37.74,28.27,15.73,0.64,20.66
10.29,7.77,38.86,28.14,15.0,0.64,20.66
11.0,8.19,38.21,28.0,15.0,0.64,20.66
11.05,7.71,37.67,27.7,15.88,0.64,20.66
10.39,7.69,39.06,27.83,15.04,0.64,20.66
10.51,7.86,38.19,27.86,15.57,0.64,20.66
10.55,7.56,38.67,28.27,15.0,0.64,20.66
11.01,8.54,38.53,27.67,15.0,0.64,20.66
11.19,7.55,37.85,28.25,15.16,0.64,20.66
10.14,8.18,37.99,28.65,15.03,0.64,20.66
5.06,6.63,40.73,28.51,19.07,0.64,20.61
5.31,7.43,40.05,28.34,18.87,0.64,20.61
5.52,7.48,40.08,27.79,19.13,0.64,20.61
7.19,7.18,38.87,27.87,18.9,0.64,20.57
6.24,6.79,38.04,27.57,20.0,0.64,20.57
7.16,6.53,38.67,28.56,19.07,0.64,20.57
5.89,6.54,38.21,30.0,19.1,0.64,20.57
6.59,6.62,38.25,27.78,20.0,0.64,20.57
6.15,6.36,38.15,29.24,20.0,0.64,20.57
6.31,6.34,38.48,29.46,19.4,0.64,20.57
6.07,7.11,38.09,28.88,19.84,0.64,20.57
6.24,7.3,39.46,28.12,18.88,0.64,20.57
6.96,6.96,38.54,27.7,19.83,0.64,20.57
6.52,7.12,38.94,27.73,19.68,0.64,20.57
6.77,7.48,38.52,28.22,19.01,0.64,20.57
6.11,6.73,38.92,27.69,20.0,0.64,20.57
6.18,6.94,39.83,27.61,19.44,0.64,20.57
6.6,7.37,38.57,28.42,19.05,0.64,20.57
7.28,7.47,38.44,27.76,19.06,0.64,20.57
6.17,7.44,39.43,27.57,19.4,0.64,20.57
7.33,6.65,38.46,28.77,18.78,0.64,20.57
6.02,6.54,37.68,29.17,20.0,0.64,20.57
6.05,7.22,39.55,27.71,19.47,0.64,20.57
6.06,6.35,38.46,28.46,20.0,0.64,20.57
5.89,6.28,39.03,28.18,20.0,0.64,20.57
5.97,6.5,39.56,28.41,19.57,0.64,20.57
5.66,6.31,39.46,28.63,19.93,0.64,20.57
7.21,7.17,37.81,28.12,19.7,0.64,20.57
6.47,7.31,37.78,28.16,20.0,0.64,20.57
6.69,6.35,39.45,28.73,18.78,0.64,20.57
6.15,6.92,39.45,27.54,19.95,0.64,20.57
6.6,6.34,37.81,28.61,20.0,0.64,20.57
7.17,6.4,38.53,28.27,19.62,0.64,20.57
5.68,7.11,38.92,27.92,20.0,0.64,20.57
5.84,6.73,38.93,29.36,19.14,0.64,20.57
5.77,6.79,38.45,29.59,19.4,0.64,20.57
6.98,6.42,38.53,28.16,19.9,0.64,20.57
6.41,7.24,38.48,28.96,18.91,0.64,20.57
6.79,6.37,39.03,28.88,18.94,0.64,20.57
6.04,9.91,41.09,21.98,20.0,0.65,22.76
7.32,9.4,40.94,22.09,20.0,0.65,22.76
6.76,9.3,41.97,22.1,19.86,0.65,22.76
7.27,9.72,42.36,21.67,18.97,0.65,22.76
6.15,9.46,41.92,22.15,20.0,0.65,22.76
6.15,9.53,42.1,21.24,20.0,0.65,22.76
6.9,8.95,42.41,21.78,19.96,0.65,22.76
7.0,9.84,40.96,21.55,20.0,0.65,22.76
6.38,9.94,42.28,22.08,19.31,0.65,22.76
7.04,9.02,42.35,22.32,19.28,0.65,22.76
5.76,9.29,42.28,22.33,20.0,0.65,22.76
6.04,10.0,40.95,22.11,20.0,0.65,22.76
6.63,9.46,41.89,21.85,20.0,0.65,22.76
7.11,9.47,42.24,21.44,19.74,0.65,22.76
6.4,10.0,40.79,21.59,20.0,0.65,22.76
5.62,9.77,41.67,22.45,20.0,0.65,22.76
7.03,9.59,40.66,21.7,20.0,0.65,22.76
6.65,9.78,42.02,22.23,19.32,0.65,22.76
5.98,9.65,42.42,22.06,19.89,0.65,22.76
7.05,9.26,39.89,22.5,20.0,0.65,22.71
7.06,10.0,39.13,22.33,20.0,0.65,22.71
13.44,8.17,40.53,22.88,15.0,0.65,21.11
13.1,7.75,40.98,22.63,15.54,0.65,21.11
12.73,8.0,40.89,22.85,15.53,0.65,21.11
13.33,8.66,40.25,22.72,15.04,0.65,21.11
12.87,8.2,40.12,23.25,15.56,0.65,21.11
12.93,8.2,40.48,22.89,15.5,0.65,21.11
12.77,8.02,40.69,22.61,15.92,0.65,21.11
13.14,8.12,40.06,23.16,15.53,0.65,21.11
13.26,8.46,41.0,23.06,15.0,0.65,21.11
12.74,7.66,40.72,22.64,16.24,0.65,21.11
13.56,7.51,40.97,22.74,15.22,0.65,21.11
12.82,8.41,41.4,22.67,15.0,0.65,21.11
13.36,8.73,40.94,22.74,15.0,0.65,21.11
12.72,7.53,40.54,24.3,15.0,0.65,21.11
13.05,7.59,40.54,23.64,15.17,0.65,21.11
12.8,7.64,40.65,22.69,16.22,0.65,21.11
13.14,8.48,40.32,22.79,15.27,0.65,21.11
13.17,8.5,40.06,22.79,15.48,0.65,21.11
13.77,8.13,38.12,23.75,16.23,0.65,21.09
13.25,8.35,38.91,23.67,15.81,0.65,21.09
12.95,8.74,39.58,23.52,15.2,0.65,21.09
14.56,8.28,38.86,22.6,15.71,0.65,21.09
12.62,8.63,38.18,24.87,15.71,0.65,21.09
13.94,7.91,39.79,23.01,15.35,0.65,21.09
13.49,8.15,39.41,23.15,15.8,0.65,21.09
13.81,8.11,38.07,23.85,16.15,0.65,21.09
14.27,8.72,38.39,22.7,15.93,0.65,21.09
12.99,7.87,39.54,24.03,15.57,0.65,21.09
13.52,8.37,38.58,24.45,15.08,0.65,21.09
13.13,7.56,39.21,24.5,15.6,0.65,21.09
13.5,7.76,39.34,24.62,15.0,0.65,21.09
12.82,7.87,39.99,24.16,15.16,0.65,21.09
13.67,8.46,37.95,23.71,16.22,0.65,21.09
12.55,8.52,38.91,24.18,15.84,0.65,21.09
12.98,7.79,39.92,23.29,16.02,0.65,21.09
14.19,8.23,38.27,23.74,15.57,0.65,21.09
13.45,8.29,39.71,23.05,15.49,0.65,21.09
13.89,8.45,37.97,24.87,15.0,0.65,21.09
13.35,8.22,38.29,24.03,16.11,0.65,21.09
14.08,8.6,39.4,23.14,15.0,0.65,21.09
12.61,7.73,39.56,24.38,15.72,0.65,21.09
13.28,8.44,38.09,24.04,16.16,0.65,21.09
13.54,8.65,38.35,23.83,15.63,0.65,21.09
13.07,8.6,38.06,24.78,15.48,0.65,21.09
13.88,7.51,39.99,24.33,15.0,0.65,21.09
13.26,8.48,39.7,23.15,15.41,0.65,21.09
12.97,8.53,38.42,23.93,16.15,0.65,21.09
12.92,8.57,38.63,24.56,15.32,0.65,21.09
12.57,8.13,38.76,24.32,16.22,0.65,21.09
12.6,7.87,39.67,23.76,16.1,0.65,21.09
12.99,7.86,38.09,25.0,16.06,0.65,21.09
14.15,8.3,38.12,23.72,15.71,0.65,21.09
13.93,8.19,38.06,24.19,15.63,0.65,21.09
13.3,7.93,39.73,24.18,15.0,0.65,21.09
14.67,8.05,37.85,23.79,15.64,0.65,21.09
13.53,8.06,38.8,24.37,15.25,0.65,21.09
13.53,7.72,38.53,24.09,16.13,0.65,21.09
13.11,8.01,39.77,24.37,15.0,0.65,21.09
14.65,8.75,38.16,23.22,15.23,0.65,21.09
14.83,7.98,38.95,22.87,15.37,0.65,21.09
14.09,8.42,39.14,22.99,15.36,0.65,21.09
12.59,8.04,39.72,24.53,15.12,0.65,21.09
13.13,7.88,37.71,26.24,15.03,0.65,21.07
12.95,8.36,38.0,25.34,15.35,0.65,21.07
12.87,8.51,38.21,25.47,15.0,0.65,21.07
13.58,7.85,39.26,25.04,15.0,0.65,21.07
12.54,8.08,38.86,26.29,15.0,0.65,21.07
12.62,8.31,38.31,26.09,15.0,0.65,21.07
13.12,8.42,39.3,25.46,15.0,0.65,21.07
12.98,8.44,38.49,25.77,15.0,0.65,21.07
12.63,8.74,37.62,26.02,15.0,0.65,21.07
13.32,7.89,38.9,25.94,15.0,0.65,21.07
12.67,8.0,38.35,25.86,15.11,0.65,21.07
13.82,7.55,37.56,26.2,15.0,0.65,21.07
12.77,8.65,38.1,25.77,15.0,0.65,21.07
12.82,8.32,38.09,25.22,15.56,0.65,21.07
13.02,7.63,38.82,26.23,15.0,0.65,21.07
13.24,7.82,39.06,25.08,15.0,0.65,21.07
12.63,7.64,39.87,25.94,15.0,0.65,21.07
12.66,8.17,38.86,26.2,15.0,0.65,21.07
12.69,7.91,37.59,27.01,15.0,0.65,21.07
13.32,8.27,39.38,25.16,15.0,0.65,21.07
13.03,7.57,39.67,25.97,15.0,0.65,21.07
12.62,7.55,38.12,25.46,16.25,0.65,21.07
13.17,8.61,37.96,25.85,15.0,0.65,21.07
12.8,7.84,38.95,25.07,15.34,0.65,21.07
13.37,7.61,37.79,26.7,15.0,0.65,21.07
12.84,7.82,37.92,25.46,15.96,0.65,21.07
13.4,8.0,38.21,25.41,15.0,0.65,21.07
13.42,8.65,37.52,25.15,15.25,0.65,21.07
12.81,8.63,38.84,25.08,15.0,0.65,21.07
12.53,8.31,37.94,26.11,15.11,0.65,21.07
12.91,7.96,37.81,26.63,15.0,0.65,21.07
14.1,7.56,38.34,25.03,15.0,0.65,21.07
12.69,7.61,37.88,27.24,15.0,0.65,21.07
13.03,8.04,37.97,25.77,15.19,0.65,21.07
13.03,7.83,38.76,25.49,15.0,0.65,21.07
12.89,8.11,38.56,25.49,15.0,0.65,21.07
7.82,9.59,38.1,28.44,16.05,0.65,20.69
8.51,9.02,38.29,28.9,15.28,0.65,20.69
8.6,8.78,38.21,28.91,15.51,0.65,20.69
8.3,9.4,38.33,28.28,15.69,0.65,20.69
8.06,9.77,38.98,27.55,15.64,0.65,20.69
8.89,9.29,38.07,27.53,16.23,0.65,20.69
8.35,9.72,38.64,27.68,15.6,0.65,20.69
8.54,8.84,38.37,28.71,15.54,0.65,20.69
8.92,9.18,37.77,28.17,15.96,0.65,20.69
8.61,9.1,37.93,28.19,16.17,0.65,20.69
9.51,9.37,38.84,27.73,15.0,0.65,20.69
8.3,8.77,39.73,27.74,15.47,0.65,20.69
8.53,10.0,37.53,27.73,16.01,0.65,20.69
9.6,8.83,38.23,28.01,15.32,0.65,20.69
9.33,8.9,37.52,28.65,15.59,0.65,20.69
7.84,9.71,38.57,27.78,16.11,0.65,20.69
9.77,9.33,37.77,27.91,15.22,0.65,20.69
7.96,9.83,38.46,28.03,15.72,0.65,20.69
7.94,9.86,38.51,28.38,15.31,0.65,20.69
10.05,9.6,37.63,27.99,15.0,0.65,20.67
10.37,8.91,38.01,27.94,15.0,0.65,20.67
10.01,8.9,39.45,27.64,15.0,0.65,20.67
8.12,6.44,41.9,28.17,15.37,0.65,20.26
9.85,6.6,40.55,27.96,15.05,0.65,20.26
7.81,7.0,40.25,29.01,15.93,0.65,20.26
8.11,7.04,41.78,27.99,15.08,0.65,20.26
8.0,6.58,41.76,27.95,15.71,0.65,20.26
9.1,7.06,41.66,27.96,15.0,0.65,20.26
8.42,6.87,41.21,27.91,15.59,0.65,20.26
8.58,6.39,40.71,29.32,15.01,0.65,20.26
8.91,6.93,40.54,27.66,15.96,0.65,20.26
9.25,6.39,40.14,28.96,15.26,0.65,20.26
8.37,6.9,40.65,27.95,16.13,0.65,20.26
8.03,7.11,40.5,28.21,16.16,0.65,20.26
9.27,7.12,40.39,27.52,15.7,0.65,20.26
9.39,6.55,41.75,27.51,15.0,0.65,20.26
7.51,6.88,41.36,28.85,15.4,0.65,20.26
8.38,7.46,41.53,27.55,15.09,0.65,20.26
8.86,6.4,40.59,28.51,15.64,0.65,20.26
7.73,6.68,41.07,28.68,15.85,0.65,20.26
8.21,6.67,41.23,28.1,15.79,0.65,20.26
8.41,7.23,40.16,28.5,15.7,0.65,20.26
7.85,7.0,40.17,29.04,15.95,0.65,20.26
7.66,6.99,40.5,28.73,16.12,0.65,20.26
7.73,6.65,41.41,28.58,15.64,0.65,20.26
8.29,7.33,41.4,27.64,15.34,0.65,20.26
9.25,6.31,37.78,30.0,15.9,0.65,20.23
9.96,6.7,39.63,28.25,15.46,0.65,20.23
8.26,6.97,39.94,29.21,15.62,0.65,20.23
8.1,6.71,38.82,30.0,15.56,0.65,20.23
9.85,6.35,39.29,28.67,15.83,0.65,20.23
9.6,6.47,39.52,28.35,16.06,0.65,20.23
7.88,7.14,39.88,28.92,16.18,0.65,20.23
7.9,7.31,39.16,29.78,15.85,0.65,20.23
9.95,7.48,37.67,29.33,15.57,0.65,20.23
9.91,6.81,39.32,28.82,15.14,0.65,20.23
7.83,7.06,39.8,29.27,16.05,0.65,20.23
9.51,6.61,38.33,29.42,16.13,0.65,20.23
9.89,7.47,39.88,27.83,15.0,0.65,20.23
9.27,6.92,39.64,27.96,16.21,0.65,20.23
8.37,6.39,39.28,30.0,15.89,0.65,20.23
9.43,6.43,39.54,28.41,16.19,0.65,20.23
9.2,7.05,37.76,30.0,15.81,0.65,20.23
7.76,7.15,39.96,28.92,16.21,0.65,20.23
9.44,7.22,39.32,27.88,16.14,0.65,20.23
9.7,7.23,39.5,27.55,16.02,0.65,20.23
9.66,6.71,39.21,29.21,15.21,0.65,20.23
8.88,6.54,38.65,30.0,15.9,0.65,20.23
9.29,6.99,39.36,28.23,16.13,0.65,20.23
9.03,6.89,39.45,28.89,15.74,0.65,20.23
6.9,5.59,41.67,28.91,16.94,0.65,18.84
6.93,5.57,41.96,28.83,16.7,0.65,18.84
7.26,5.6,41.93,27.71,17.5,0.65,18.84
7.14,5.96,41.7,27.7,17.49,0.65,18.84
7.35,5.79,41.16,29.31,16.4,0.65,18.84
6.1,5.57,40.26,30.0,16.7,0.65,18.84
6.26,5.94,41.94,29.28,16.59,0.65,18.84
5.33,5.68,41.29,30.0,17.28,0.65,18.84
7.38,5.38,41.51,29.15,16.59,0.65,18.84
6.04,5.72,41.85,29.03,17.36,0.65,18.84
6.54,5.73,41.48,28.99,17.26,0.65,18.84
7.05,6.04,42.11,28.32,16.48,0.65,18.84
7.33,5.43,42.25,28.4,16.59,0.65,18.84
